track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
Coastin,"T-Dre, Delux, Cali Life Style",1998,0.0899,0.689,0.6,-6.619,84.951,0.437
See What I Could Pull,Devin The Dude,1998,0.489,0.9,0.403,-11.43,84.013,0.768
Chank,John Scofield,1998,0.263,0.673,0.596,-11.3,120.106,0.797
What About Us - Remix; feat. Black Rob,"Total, Black Rob",1998,0.0143,0.736,0.721,-6.188,96.365,0.72
Flesh and the Power It Holds,Death,1998,0.000115,0.329,0.965,-4.086,95.201,0.198
Sabbra Cadabra,Metallica,1998,0.000222,0.338,0.951,-3.277,141.016,0.344
The Wind,PJ Harvey,1998,0.139,0.66,0.658,-10.877,110.039,0.69
Go! (Club Mix),Tones On Tail,1998,0.031,0.559,0.81,-6.783,174.552,0.476
Road Rash,Mad Caddies,1998,0.0753,0.572,0.914,-5.995,148.733,0.963
Dizzy,The Goo Goo Dolls,1998,9.29e-05,0.588,0.881,-6.158,113.767,0.64
Elizabeth,Jose Manuel,1998,0.527,0.605,0.658,-5.226,156.277,0.96
No necesitas a Carlo,Banda PequeÃ±os Musical,1998,0.345,0.839,0.607,-10.836,143.958,0.967
Barlight,Charlie Robison,1998,0.296,0.657,0.896,-6.602,149.205,0.827
Just to Hear You Say That You Love Me (with Tim McGraw),"Faith Hill, Tim McGraw",1998,0.292,0.473,0.536,-8.517,82.769,0.216
Loves in Our Hearts on Christmas Day,*NSYNC,1998,0.784,0.216,0.28,-10.179,87.642,0.181
Life,Desree,1998,0.112,0.721,0.74,-5.453,104.815,0.714
Awful,Hole,1998,3.89e-05,0.378,0.971,-5.49,136.269,0.672
La Alberca,Yahari,1998,0.0371,0.816,0.786,-6.402,87.066,0.915
Still Rainin,Jonny Lang,1998,0.0166,0.649,0.809,-4.278,98.732,0.736
"Soy un TruhÃ¡n, Soy un SeÃ±or",Julio Iglesias,1998,0.262,0.551,0.607,-9.483,99.041,0.684
Cosmos,SEATBELTS,1998,0.97,0.267,0.0124,-21.726,75.754,0.253
Millennium,Robbie Williams,1998,0.0556,0.545,0.902,-5.302,91.251,0.777
Im Making Believe,"The Ink Spots, Ella Fitzgerald",1998,0.99,0.493,0.0638,-14.735,82.454,0.381
Shake Hands With Beef,Primus,1998,0.273,0.807,0.725,-10.768,96.639,0.783
ATF,DMX,1998,0.00896,0.842,0.914,-6.083,100.089,0.246
Barroom Hero,Dropkick Murphys,1998,0.0228,0.38,0.976,-3.515,104.187,0.353
I Will Wait,Hootie & The Blowfish,1998,0.0121,0.454,0.893,-5.431,124.429,0.329
Rosita de Olivo,Los Humildes,1998,0.44,0.53,0.513,-8.12,191.008,0.685
Torero,Chayanne,1998,0.0723,0.701,0.966,-3.502,136.026,0.961
Mulans Decision - From Mulan/Score,Jerry Goldsmith,1998,0.609,0.192,0.26,-19.274,86.83,0.0573
Me EnamorÃ© De Un Ãngel,LiberaciÃ³n,1998,0.26,0.633,0.69,-8.167,159.97,0.942
"Bassoon Concerto in B-Flat Major, K. 191: II. Andante ma adagio - Cadenza: Dietmar Zeman","Wolfgang Amadeus Mozart, Dietmar Zeman, Wiener Philharmoniker, Karl BÃ¶hm",1998,0.99,0.0647,0.023,-28.525,67.459,0.0502
Wildlife Analysis,Boards of Canada,1998,0.995,0.0936,0.0204,-31.212,80.879,0.291
Alcohol,Barenaked Ladies,1998,0.00182,0.455,0.935,-4.725,143.083,0.769
Tu Eterno Enamorado - Live Version,Banda Maguey,1998,0.25,0.518,0.635,-7.331,111.368,0.369
Ghost Of Stephen Foster,Squirrel Nut Zippers,1998,0.0638,0.357,0.944,-2.817,141.464,0.546
Hoy En Tu DÃ­a,Conjunto Primavera,1998,0.309,0.596,0.667,-8.296,165.451,0.934
Walk Between The Raindrops,James McMurtry,1998,0.375,0.853,0.64,-7.706,125.455,0.867
Tell Me Ma,Gaelic Storm,1998,0.543,0.735,0.843,-6.732,136.567,0.8
Mirror Mirror - Remastered 2007,Blind Guardian,1998,0.00135,0.314,0.964,-4.276,177.931,0.238
Lets All Get Down,Mac Dre,1998,0.0884,0.733,0.896,-3.17,84.897,0.558
Bartenders Blues,George Jones,1998,0.863,0.572,0.267,-13.272,86.203,0.321
I Love You,"Keith Washington, ChantÃ© Moore",1998,0.0633,0.616,0.415,-7.525,106.851,0.22
Latinos,Proyecto Uno,1998,0.118,0.846,0.827,-7.148,127.036,0.819
Te MentirÃ­a,Gian Marco,1998,0.266,0.748,0.718,-8.131,100.001,0.627
Fuck Off,Kid Rock,1998,0.0659,0.488,0.857,-6.63,174.939,0.234
4 Page Letter,Aaliyah,1998,0.00311,0.754,0.639,-5.034,120.213,0.307
Besame Mucho,CesÃria Evora,1998,0.802,0.575,0.432,-10.183,90.157,0.279
ææå¥èµ°,Zhang Zhen Yue,1998,0.552,0.646,0.356,-10.804,90.079,0.684
Make Me A Pallet On Your Floor,Mississippi John Hurt,1998,0.937,0.659,0.0892,-24.304,98.443,0.756
Y No Hay MaÃ±ana,LiberaciÃ³n,1998,0.0681,0.486,0.525,-7.925,183.951,0.418
A Picture Of Me (Without You),George Jones,1998,0.946,0.475,0.215,-13.391,73.547,0.371
Drowndeep: Hula - Remastered 2018,Maxwell,1998,0.197,0.619,0.517,-10.476,90.068,0.405
Low Down Man,Squirrel Nut Zippers,1998,0.587,0.507,0.379,-9.95,83.832,0.271
Love You Like I Did,112,1998,0.112,0.653,0.63,-7.752,103.879,0.749
The Convo,DMX,1998,0.0227,0.825,0.504,-6.596,87.806,0.24
I Learned from the Best,Whitney Houston,1998,0.0109,0.609,0.563,-6.284,148.949,0.306
Cross Bones Style,Cat Power,1998,0.775,0.515,0.64,-9.799,111.157,0.314
Honky Tonk Blues - Single Version,Hank Williams,1998,0.807,0.773,0.309,-9.665,127.868,0.824
Desnuda,Ricardo Arjona,1998,0.675,0.678,0.677,-6.179,135.559,0.3
Astronomy,Metallica,1998,0.000157,0.331,0.782,-5.624,85.741,0.157
Independence Day,Elliott Smith,1998,0.449,0.567,0.509,-10.846,86.86,0.458
Daydreamin,"Tatyana Ali, Lord Tariq, Peter Gunz",1998,0.0886,0.882,0.57,-7.565,96.785,0.815
Hem Of Your Garment,Cake,1998,0.0172,0.759,0.444,-13.372,119.074,0.955
Amarte Mas No Pude,"Diomedes Diaz, Juancho Rois",1998,0.344,0.612,0.568,-10.074,156.995,0.961
Please Dont Pass Me By,"Fred Hammond, Radical For Christ",1998,0.663,0.571,0.3,-12.462,84.854,0.393
Morena Yo Soy Tu Marido,Raulin Rodriguez,1998,0.365,0.878,0.665,-5.35,135.739,0.941
Ooh La La,Rod Stewart,1998,0.0213,0.405,0.681,-8.755,151.235,0.598
I Had A Choice,Sun,1998,0.573,0.485,0.457,-10.011,179.324,0.756
You Are Everything,Dru Hill,1998,0.113,0.691,0.397,-6.258,62.127,0.584
Glory To Glory To Glory,"Fred Hammond, Radical For Christ",1998,0.013,0.398,0.821,-9.383,89.422,0.348
La Rueda,Frankie Ruiz,1998,0.423,0.718,0.772,-9.148,103.423,0.962
Practical Magic,Alan Silvestri,1998,0.969,0.169,0.163,-16.613,74.185,0.0383
The Beginning Is The End Is The Beginning - Batman & Robin Soundtrack Version,The Smashing Pumpkins,1998,0.0835,0.589,0.51,-9.691,119.903,0.217
"YAll Scared (feat. T-Mo, Big Gipp & Khujo)","OutKast, TMO, Big Gipp, Khujo",1998,0.0588,0.631,0.67,-6.37,87.275,0.134
Until You Come Back to Me (Thats What Im Gonna Do),Aretha Franklin,1998,0.624,0.68,0.54,-9.831,94.548,0.718
Nunca,Los Caminantes,1998,0.85,0.488,0.197,-8.715,82.185,0.375
Genius,Pitchshifter,1998,0.00153,0.533,0.96,-3.918,135.797,0.134
El Amor No Se Vende,Los Pajaritos De Tacupa,1998,0.262,0.602,0.58,-3.856,147.09,0.975
Norte Sidin,Woodie,1998,0.101,0.903,0.611,-8.283,102.043,0.343
How Soon Is Now?,The Smiths,1998,0.00223,0.406,0.805,-13.317,190.326,0.832
"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Mans Desiring","Johann Sebastian Bach, Choir of Kings College, Cambridge, Nicholas Daniel, James Vivian, Robert Quinney, Stephen Cleobury",1998,0.784,0.0757,0.0435,-30.073,67.1,0.143
Welcome 2 the Party (Ode 2 the Old School),Kid Rock,1998,0.00148,0.628,0.97,-4.398,192.867,0.482
Immune,Godsmack,1998,1.56e-05,0.277,0.898,-5.392,84.83,0.362
MÃ­a,Armando Manzanero,1998,0.683,0.536,0.164,-17.793,79.935,0.372
Little Angel Child,Jimmy Dawkins,1998,0.125,0.5,0.638,-7.262,122.621,0.746
LOVE & MONEY,Zaza,1998,0.00629,0.564,0.971,-5.338,155.437,0.961
Seed,Korn,1998,7.51e-05,0.359,0.792,-8.141,96.833,0.334
Give the Mule What He Wants,Queens of the Stone Age,1998,0.0207,0.568,0.93,-5.571,113.964,0.481
Dont Let It Go To Your Head,Brand Nubian,1998,0.00243,0.849,0.495,-10.399,99.872,0.666
It Would Be You,Gary Allan,1998,0.6,0.576,0.495,-8.245,140.682,0.342
Doublewhiskeycokenoice,Dillinger Four,1998,0.00125,0.211,0.956,-4.588,180.269,0.269
Nanghihinayang,Jeremiah,1998,0.161,0.634,0.447,-8.219,127.127,0.359
Love You Down,INOJ,1998,0.0341,0.736,0.479,-8.672,134.15,0.661
Legit Ballers,Twista & The Speedknot Mobstaz,1998,0.0772,0.71,0.649,-7.162,130.113,0.48
Last Caress / Green Hell,Metallica,1998,3.23e-05,0.339,0.998,-4.532,103.25,0.273
Bombudd II,DJ Quik,1998,0.453,0.764,0.689,-6.545,142.531,0.925
The Right Left Hand,George Jones,1998,0.457,0.693,0.345,-10.355,114.802,0.473
Michael Row the Boat Ashore,"Peter, Paul and Mary",1998,0.769,0.506,0.271,-10.234,123.861,0.337
No Tengo Miedo Seguir,Veronica Leal,1998,0.203,0.81,0.558,-8.752,100.04,0.826
Maybe This Time,Natasha Richardson,1998,0.925,0.254,0.137,-12.878,82.805,0.126
Nobody Else,Tyrese,1998,0.00923,0.697,0.684,-5.634,91.882,0.596
At My Most Beautiful,R.E.M.,1998,0.791,0.58,0.336,-12.515,97.795,0.217
NIGHT FEVER,"DAVE RODGERS, MEGA NRG MAN",1998,0.00222,0.492,0.905,-6.289,76.522,0.694
The Time Of Your Life - From A Bugs Life/Score,Randy Newman,1998,0.652,0.621,0.476,-9.152,124.266,0.576
Holes - Remastered,Mercury Rev,1998,0.689,0.307,0.484,-7.559,71.013,0.0389
For My Dogs,"DMX, Drag-On, Loose, Big Stan, Kasino",1998,0.115,0.729,0.838,-5.997,172.279,0.739
On & On & On,Catch 22,1998,0.00878,0.442,0.811,-6.562,138.555,0.83
Thinking Of You,Lenny Kravitz,1998,0.18,0.636,0.726,-8.008,166.657,0.563
The Wait,Metallica,1998,4.57e-05,0.338,0.974,-4.896,163.94,0.69
Que Vuelvas,Shakira,1998,0.0185,0.688,0.917,-7.449,123.873,0.788
Steppin It Up (feat. Busta Rhymes & Redman),"A Tribe Called Quest, Busta Rhymes, Redman",1998,0.015,0.814,0.636,-10.241,95.731,0.774
Brendas Got A Baby,2Pac,1998,0.0335,0.671,0.739,-6.153,166.738,0.709
Punish Me (feat. Miss Jones),"Big Pun, Miss Jones",1998,0.0874,0.693,0.548,-7.234,87.828,0.279
Ã¤Â½Â Ã¦Åâ¬Ã§ÂÂÃ¨Â²Â´,"Jacky Cheung, Ã©Â«ËÃ¦â¦Â§Ã¥Ââº",1998,0.686,0.52,0.285,-10.754,93.922,0.0798
Redneck Mother,Ray Wylie Hubbard,1998,0.148,0.454,0.549,-11.962,76.902,0.694
Pure Imagination,"Bill Charlap, Kenny Washington, Peter Washington",1998,0.985,0.512,0.116,-16.382,127.445,0.0399
Christmas Time Is Here - Instrumental,Vince Guaraldi Trio,1998,0.974,0.438,0.0787,-21.638,74.444,0.0827
My Skin,Natalie Merchant,1998,0.854,0.548,0.176,-14.563,128.947,0.21
La Chiflera,Los Toros Band,1998,0.0587,0.711,0.832,-5.425,79.869,0.613
Turquoise Hexagon Sun,Boards of Canada,1998,0.185,0.567,0.754,-13.227,188.017,0.0446
Lobo Domesticado,Joan Sebastian,1998,0.405,0.718,0.514,-9.639,115.769,0.824
Juvenile On Fire,Juvenile,1998,0.0232,0.801,0.7,-6.675,90.81,0.58
Cumbia De Los Muertos,Ozomatli,1998,0.0235,0.844,0.724,-7.411,88.12,0.785
How You Gonna Act Like That,Tyrese,1998,0.107,0.731,0.405,-7.927,112.918,0.54
"Glamour Life (feat. Fat Joe, Triple Seis, Armageddon & Cuban Link)","Big Pun, Fat Joe, Triple Seis, Armageddon, Cuban Link",1998,0.133,0.511,0.763,-4.844,186.702,0.603
Llamarada,Pepe Aguilar,1998,0.851,0.435,0.385,-8.006,142.671,0.494
Linus And Lucy,Vince Guaraldi Trio,1998,0.804,0.381,0.37,-15.948,81.06,0.814
Mercyful Fate,Metallica,1998,1.12e-05,0.328,0.952,-4.037,139.295,0.535
Beautiful Skin,Goodie Mob,1998,0.135,0.763,0.551,-7.727,78.805,0.834
So Right (feat. Kelly Price),"The LOX, Kelly Price",1998,0.00736,0.749,0.81,-6.46,104.224,0.729
Koi Mil Gaya,"Kavita Krishnamurthy, Udit Narayan, Alka Yagnik",1998,0.503,0.7,0.687,-9.292,136.028,0.815
Te Amo Y Te AmarÃ©,Los MendÃ­vil,1998,0.129,0.698,0.599,-5.711,128.014,0.815
The Crack Attack,Fat Joe,1998,0.0114,0.584,0.861,-4.261,176.014,0.473
Desde Que Te Amo,Los Tucanes De Tijuana,1998,0.182,0.691,0.656,-5.465,78.716,0.85
They Dont Dance No Mo (feat. Lil Will),"Goodie Mob, Lil Will",1998,0.0134,0.798,0.668,-8.648,156.031,0.325
An Eagle In Your Mind,Boards of Canada,1998,0.371,0.825,0.467,-14.055,96.012,0.249
Banana Bay,Luis Villegas,1998,0.511,0.676,0.879,-6.0,101.365,0.897
Love Jones,Brighter Side of Darkness,1998,0.562,0.524,0.422,-14.105,138.229,0.579
Down South Jukin,Lynyrd Skynyrd,1998,0.535,0.624,0.741,-8.311,131.382,0.916
The Speed Of Pain,Marilyn Manson,1998,0.000509,0.386,0.534,-8.624,147.851,0.116
Bump,Kottonmouth Kings,1998,0.0525,0.814,0.867,-6.284,100.966,0.591
Quiero Saber De Ti,Vayven Del Amor,1998,0.075,0.695,0.658,-10.626,148.593,0.698
Its Bad You Know,R.L. Burnside,1998,0.0989,0.814,0.754,-9.531,114.944,0.739
Spain,Chick Corea,1998,0.887,0.38,0.503,-12.68,143.112,0.279
Ghetto Children,Juvenile,1998,0.0713,0.762,0.751,-6.22,89.662,0.827
Ghetto Dreams,Fat Pat,1998,0.0929,0.723,0.8,-5.159,91.328,0.58
The Clansman - 2015 Remaster,Iron Maiden,1998,0.15,0.257,0.683,-6.67,154.106,0.177
Sitting Home,Total,1998,0.371,0.552,0.672,-9.772,126.791,0.63
DemiRep,Bikini Kill,1998,0.091,0.428,0.76,-5.106,141.484,0.427
Im Tickled Pink,Jack Shaindlin,1998,0.994,0.513,0.199,-15.404,169.046,0.559
Saajanji Ghar Aaye,"Kavita Krishnamurthy, Kumar Sanu, Alka Yagnik",1998,0.587,0.703,0.666,-8.901,98.214,0.943
Mr. Bojangles - Alternate Take - 1970,John Denver,1998,0.207,0.45,0.209,-16.295,158.944,0.178
The Move - Remastered,Beastie Boys,1998,0.0306,0.773,0.755,-7.717,99.999,0.644
Shock,Fear Factory,1998,0.000118,0.438,0.94,-5.287,179.889,0.411
Choshi or Shirabe,Stan Richardson,1998,0.995,0.0911,0.0157,-24.144,69.394,0.0676
Tendras Que Llorar,Los YaguarÃº,1998,0.371,0.626,0.422,-10.773,164.627,0.888
This Is Hardcore - Original Version,Pulp,1998,0.00532,0.336,0.511,-7.839,153.954,0.112
Let the Praise Begin,"Fred Hammond, Radical For Christ",1998,0.35,0.611,0.877,-5.691,166.519,0.634
Track Meet,Vince Guaraldi Trio,1998,0.588,0.578,0.488,-18.683,93.576,0.905
El Sinaloense,Juan Gabriel,1998,0.488,0.683,0.787,-7.677,108.107,0.979
Shut Em Down,"Onyx, DMX",1998,0.0541,0.756,0.922,-5.918,86.569,0.552
Amores Que SueÃ±an,Super Banda G,1998,0.132,0.867,0.617,-5.317,95.0,0.888
Mentirosa,Rafaga,1998,0.0833,0.635,0.823,-4.54,200.943,0.821
Un Juego De Amor,Grupo Bryndis,1998,0.225,0.697,0.588,-10.263,155.979,0.932
I Got One for Ya,Kid Rock,1998,0.0161,0.654,0.915,-4.496,77.176,0.911
Call Of The Zombie,Rob Zombie,1998,0.986,0.524,0.69,-12.459,95.308,0.784
If You See Him / If You See Her,"Brooks & Dunn, Reba McEntire",1998,0.337,0.39,0.413,-8.545,164.833,0.187
Theres A Tear In My Beer,Hank Williams,1998,0.994,0.579,0.19,-14.872,141.031,0.477
Summertime,DJ Jazzy Jeff & The Fresh Prince,1998,0.0138,0.666,0.701,-8.801,95.08,0.414
Days of the Week,Dr. Jean Feldman,1998,0.468,0.868,0.307,-14.064,109.869,0.966
Fair,Remy Zero,1998,0.0544,0.426,0.432,-9.055,180.3,0.228
Insensitive,LeAnn Rimes,1998,0.373,0.489,0.545,-7.548,180.318,0.258
River Lullaby - The Prince Of Egypt/Soundtrack Version,Amy Grant,1998,0.615,0.539,0.21,-16.469,113.092,0.119
Trading My Sorrows (Yes Lord),Darrell Evans,1998,0.0397,0.634,0.67,-8.204,120.068,0.681
Flor sin retoÃ±o,Pedro Infante,1998,0.909,0.674,0.257,-12.591,121.232,0.677
Se Le Ve,Impacto De Montemorelos,1998,0.362,0.746,0.465,-11.993,126.389,0.96
Hymn To The Fallen - From Saving Private Ryan Soundtrack,John Williams,1998,0.953,0.169,0.0629,-22.961,127.155,0.0607
Organ Donor - Extended Overhaul,DJ Shadow,1998,0.00291,0.651,0.697,-6.797,110.129,0.69
Tu Me Vas a Dejar,Benny Sadel,1998,0.00329,0.693,0.74,-8.399,144.855,0.816
Don Quixote,Luis Villegas,1998,0.457,0.682,0.924,-5.879,115.638,0.808
Seaside Woman,Linda McCartney,1998,0.32,0.793,0.716,-6.351,100.829,0.693
Napoleon Solo,At The Drive In,1998,0.0239,0.477,0.641,-7.254,108.09,0.215
WINGS OF FIRE,"MAKO, SAYUKI",1998,0.00311,0.513,0.978,-4.966,152.013,0.581
So Help Me Girl,Joe Diffie,1998,0.627,0.616,0.362,-9.518,88.522,0.415
Taos Summer Nights,Robert Mirabal,1999,0.995,0.429,0.0299,-20.977,81.881,0.666
Sing A Rainbow,Nicky Steel,1999,0.85,0.718,0.246,-7.465,100.299,0.496
Acid Rain,"Liquid Tension Experiment, John Petrucci, Mike Portnoy, Tony Levin, Jordan Rudess",1999,0.000333,0.414,0.945,-4.66,145.014,0.565
Me Inside,Slipknot,1999,0.000389,0.315,0.989,-4.507,125.315,0.145
Everloving,Moby,1999,0.404,0.521,0.338,-13.415,83.817,0.232
No Se La Van A Acabar,La Mejores Bandas Del Mundo Vol 2,1999,0.576,0.654,0.561,-6.276,138.688,0.978
I Think I Need a New Heart,The Magnetic Fields,1999,0.703,0.62,0.83,-6.581,159.448,0.912
Main Titles,"Rachel Portman, John Lenehan, David Snell",1999,0.981,0.142,0.112,-17.426,93.259,0.0659
Libertango,Grace Jones,1999,0.000664,0.802,0.638,-8.731,133.013,0.963
Pobre Millonario,Los Caminantes,1999,0.659,0.67,0.401,-8.78,77.205,0.425
Weapon & The Wound,Days Of The New,1999,0.109,0.611,0.637,-6.479,132.211,0.369
Waiting For The World To End,Rakim,1999,0.0735,0.795,0.58,-5.762,91.798,0.961
Victor Vito,The Laurie Berkner Band,1999,0.724,0.676,0.375,-9.084,132.884,0.935
Nobodys Real,Powerman 5000,1999,0.0278,0.697,0.819,-3.407,119.959,0.698
Nann (feat. Trina),"Trick Daddy, Trina",1999,0.000721,0.895,0.697,-7.675,149.931,0.577
Ive Heard That Song Before,Harry James,1999,0.694,0.578,0.378,-7.194,125.67,0.696
Volver a Amar,Cristian Castro,1999,0.636,0.483,0.631,-5.96,82.005,0.202
That Lady - Pt. 1 & 2,The Isley Brothers,1999,0.159,0.339,0.809,-8.902,126.539,0.922
Hot Topic,Le Tigre,1999,0.00423,0.728,0.942,-4.036,132.99,0.785
Back to Your Heart,Backstreet Boys,1999,0.231,0.649,0.429,-7.43,92.011,0.243
A Besitos,Los Diablitos,1999,0.259,0.806,0.758,-2.603,146.143,0.944
Rastaman- Dita,Molotov,1999,0.00407,0.495,0.96,-4.886,179.567,0.905
The Sensual Woman,The Herbaliser,1999,0.0475,0.781,0.18,-9.52,89.994,0.189
Por Ella,VÃ­ctor Manuelle,1999,0.211,0.744,0.678,-8.22,172.915,0.913
Big John - Re-Recorded In Stereo,Jimmy Dean,1999,0.336,0.734,0.273,-15.983,87.533,0.186
Else,Built To Spill,1999,0.00028,0.465,0.732,-6.089,93.156,0.606
Rappers Delight - Long Version,The Sugarhill Gang,1999,0.385,0.847,0.828,-8.51,111.045,0.884
Baby Come To Me,Regina Belle,1999,0.104,0.381,0.707,-8.869,167.817,0.605
Scene Seven: I. The Dance of Eternity,Dream Theater,1999,0.0107,0.338,0.922,-6.783,122.311,0.526
Dynamite!,The Roots,1999,0.0291,0.888,0.457,-7.956,94.047,0.644
Your Love Oh Lord (Psalm 36),Third Day,1999,0.206,0.604,0.577,-6.925,89.239,0.49
Es Ella Mas Que Yo,Yuri,1999,0.736,0.629,0.357,-12.945,95.952,0.168
Amante Bandido,Miguel BosÃ©,1999,0.0413,0.751,0.71,-8.026,130.797,0.726
The Big Come Down,Nine Inch Nails,1999,0.0317,0.697,0.811,-4.718,161.97,0.594
The Car Bomb,"Dr. Dre, Mel-Man, Charis Henry",1999,0.675,0.538,0.85,-9.413,87.816,0.459
Silly Ho,TLC,1999,0.0387,0.837,0.784,-3.874,145.578,0.836
Prosthetics,Slipknot,1999,0.000509,0.268,0.991,-5.251,146.231,0.211
Here and Now,The Ernies,1999,6.21e-05,0.411,0.959,-6.114,93.103,0.409
Knocks Me Off My Feet,Stevie Wonder,1999,0.28,0.602,0.459,-15.303,90.541,0.393
Tu Nuevo CariÃito,La Arrolladora Banda El LimÃn De Rene Camacho,1999,0.543,0.619,0.697,-5.867,133.898,0.99
Automatic Fantastic,Brant Bjork,1999,0.0405,0.625,0.524,-10.965,125.348,0.516
Un AÃ±o MÃ¡s Sin Ti,Banda Cuisillos,1999,0.252,0.749,0.724,-6.78,112.944,0.818
Livin la Vida Loca - Spanish Version,Ricky Martin,1999,0.0126,0.451,0.955,-3.026,178.06,0.918
All I Want,INOJ,1999,0.136,0.745,0.589,-5.659,126.75,0.688
Some Days You Gotta Dance,The Chicks,1999,0.307,0.626,0.903,-8.072,170.229,0.909
Misled,Kool & The Gang,1999,0.012,0.827,0.643,-7.806,122.373,0.938
New Millennium Homes,Rage Against The Machine,1999,0.00306,0.448,0.861,-6.12,92.777,0.761
He Touched Me,Gaither Vocal Band,1999,0.404,0.422,0.364,-7.733,107.268,0.216
BEAT OF THE RISING SUN,DAVE RODGERS,1999,0.00917,0.502,0.959,-5.372,148.082,0.75
"Serenade in D, K.250 Haffner: 4. Rondo (Allegro)","Wolfgang Amadeus Mozart, Iona Brown, Academy of St. Martin in the Fields, Sir Neville Marriner",1999,0.949,0.387,0.144,-23.357,140.816,0.391
Temptation,Destinys Child,1999,0.000238,0.617,0.575,-5.212,72.188,0.278
Summer,Joe Hisaishi,1999,0.939,0.358,0.202,-16.726,83.07,0.146
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,1999,0.194,0.845,0.744,-4.886,91.693,0.645
Ashes In the Fall,Rage Against The Machine,1999,0.0052,0.456,0.704,-6.687,140.629,0.656
Playa Hataz,Three 6 Mafia,1999,0.0296,0.754,0.66,-1.368,119.664,0.66
Stay The Same,Joey McIntyre,1999,0.0249,0.629,0.553,-5.773,130.115,0.285
Slowpoke,"Crosby, Stills, Nash & Young",1999,0.491,0.643,0.26,-12.465,78.295,0.268
Savior,Red Hot Chili Peppers,1999,0.00124,0.241,0.824,-2.785,83.663,0.2
Six Days on the Road,Dave Dudley,1999,0.712,0.629,0.644,-9.383,77.824,0.961
Bedtime For Bix,"Pearl Django, Lance Buller",1999,0.958,0.779,0.102,-15.588,96.795,0.413
Holy Calamity Bear Witness II,"Handsome Boy Modeling School, DJ Shadow, DJ Quest",1999,0.0346,0.797,0.983,-6.35,99.096,0.374
Three Point One Four,Bloodhound Gang,1999,0.00534,0.681,0.729,-4.38,180.134,0.378
Come On Up To The House,Tom Waits,1999,0.619,0.562,0.497,-8.522,90.033,0.514
Emit Remmus,Red Hot Chili Peppers,1999,5.08e-05,0.354,0.964,-1.822,113.079,0.526
Life,K-Ci & JoJo,1999,0.174,0.573,0.546,-6.045,170.044,0.374
RomÃ¡ntico incurable,Banda PequeÃ±os Musical,1999,0.454,0.615,0.44,-7.74,98.079,0.444
Hey Daddy,Korn,1999,5.18e-05,0.465,0.803,-6.764,93.899,0.493
That Girl,Stevie Wonder,1999,0.0574,0.819,0.585,-11.523,106.978,0.917
Voice of the Voiceless,Rage Against The Machine,1999,0.0195,0.441,0.882,-7.363,83.371,0.418
Aquellos Ojos Verdes,Ibrahim Ferrer,1999,0.846,0.355,0.258,-12.952,82.183,0.27
War Within a Breath,Rage Against The Machine,1999,0.00442,0.399,0.965,-5.901,98.464,0.174
Whatever - Radio Edit,Ideal,1999,0.00223,0.824,0.708,-6.037,101.854,0.767
Por Mujeres Como Tu,Tito Rojas,1999,0.493,0.737,0.672,-6.601,98.232,0.771
Rinky Dink II/Were Gonna Rumble,Project Pat,1999,0.00135,0.907,0.475,-8.345,148.033,0.717
Paid Dues,"8Ball, MJG, CeeLo Green",1999,0.0419,0.932,0.579,-8.586,123.974,0.647
New York City Boy - 2017 Remaster,Pet Shop Boys,1999,0.0804,0.724,0.991,-5.228,131.103,0.86
Seasons Of Love - Original Cast Recording/1996,"Anthony Rapp, Adam Pascal, Daphne Rubin-Vega, Jesse L. Martin, Wilson Jermaine Heredia, Idina Menzel, Fredi Walker, Taye Diggs, Gwen Stewart, Byron Utley",1999,0.722,0.418,0.461,-9.596,177.31,0.484
Its Murda,"Ja Rule, JAY-Z, DMX",1999,0.0662,0.778,0.696,-7.024,91.793,0.62
Suffocate,Staind,1999,7.29e-05,0.508,0.903,-3.412,111.943,0.52
Yellow Submarine,Nicky Steel,1999,0.666,0.818,0.361,-5.777,130.287,0.492
Tried By 12,"The East Flatbush Project, DES",1999,0.503,0.853,0.695,-13.208,89.007,0.606
